date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:29:47	130908/130908	---M-Z	200	added ('OK')	application/x-javascript	etag:%22dfc391d7260542911876ce486d6601bc%22	https://emp.bbci.co.uk/emp/bump-4/bump-4.js	C:/Users/user/Downloads/Pension/emp.bbci.co.uk/emp/bump-4/bump-4.js	(from https://www.bbc.com/news/articles/cv2237rplg8o)
18:29:47	499551/499551	---M-Z	200	added ('OK')	application/javascript	etag:W/%2279f5f-18f533dacf0%22	https://www.bbc.com/bbcx/_next/static/chunks/333.6b664d17197b13a2.js	C:/Users/user/Downloads/Pension/www.bbc.com/bbcx/_next/static/chunks/333.6b664d17197b13a2.js	(from https://www.bbc.com/news/articles/cv2237rplg8o)
18:29:48	8256/8256	---M-Z	200	added ('OK')	application/javascript	etag:W/%222040-18f533dacf0%22	https://www.bbc.com/bbcx/_next/static/chunks/423.ab1dbde8987ebda2.js	C:/Users/user/Downloads/Pension/www.bbc.com/bbcx/_next/static/chunks/423.ab1dbde8987ebda2.js	(from https://www.bbc.com/news/articles/cv2237rplg8o)
18:29:48	64384/64384	---M-Z	200	added ('OK')	application/javascript	etag:W/%22fb80-18f533dacf0%22	https://www.bbc.com/bbcx/_next/static/chunks/766.0e0893882476f02c.js	C:/Users/user/Downloads/Pension/www.bbc.com/bbcx/_next/static/chunks/766.0e0893882476f02c.js	(from https://www.bbc.com/news/articles/cv2237rplg8o)
18:29:48	121269/121269	---M-Z	200	added ('OK')	application/javascript	etag:W/%221d9b5-18f533dacf0%22	https://www.bbc.com/bbcx/_next/static/chunks/662.5f56dce1dcd19ab3.js	C:/Users/user/Downloads/Pension/www.bbc.com/bbcx/_next/static/chunks/662.5f56dce1dcd19ab3.js	(from https://www.bbc.com/news/articles/cv2237rplg8o)
18:29:48	4841/4841	---M-Z	200	added ('OK')	application/javascript	etag:W/%2212e9-18f533dacf0%22	https://www.bbc.com/bbcx/_next/static/chunks/webpack-bb9d4e2883e5fd11.js	C:/Users/user/Downloads/Pension/www.bbc.com/bbcx/_next/static/chunks/webpack-bb9d4e2883e5fd11.js	(from https://www.bbc.com/news/articles/cv2237rplg8o)
18:29:49	140643/140643	---M-Z	200	added ('OK')	application/javascript	etag:W/%2222563-18ea8ccc198%22	https://www.bbc.com/bbcx/_next/static/chunks/framework-98e6f5bc52a2e411.js	C:/Users/user/Downloads/Pension/www.bbc.com/bbcx/_next/static/chunks/framework-98e6f5bc52a2e411.js	(from https://www.bbc.com/news/articles/cv2237rplg8o)
18:29:49	100654/100654	---M-Z	200	added ('OK')	application/javascript	etag:W/%221892e-18ef09311d0%22	https://www.bbc.com/bbcx/_next/static/chunks/main-3838744298e667de.js	C:/Users/user/Downloads/Pension/www.bbc.com/bbcx/_next/static/chunks/main-3838744298e667de.js	(from https://www.bbc.com/news/articles/cv2237rplg8o)
18:29:49	321668/321668	---M-Z	200	added ('OK')	application/javascript	etag:W/%224e884-18f533dacf0%22	https://www.bbc.com/bbcx/_next/static/chunks/pages/_app-8a6ab64ae5ac0fd1.js	C:/Users/user/Downloads/Pension/www.bbc.com/bbcx/_next/static/chunks/pages/_app-8a6ab64ae5ac0fd1.js	(from https://www.bbc.com/news/articles/cv2237rplg8o)
18:29:49	96750/96750	---M-Z	200	added ('OK')	application/javascript	etag:W/%22179ee-18f533dacf0%22	https://www.bbc.com/bbcx/_next/static/chunks/647-7302ebb5233e8033.js	C:/Users/user/Downloads/Pension/www.bbc.com/bbcx/_next/static/chunks/647-7302ebb5233e8033.js	(from https://www.bbc.com/news/articles/cv2237rplg8o)
18:29:50	439721/439721	---M-Z	200	added ('OK')	application/javascript	etag:W/%226b5a9-18f533dacf0%22	https://www.bbc.com/bbcx/_next/static/chunks/606-5802c4498f15ae69.js	C:/Users/user/Downloads/Pension/www.bbc.com/bbcx/_next/static/chunks/606-5802c4498f15ae69.js	(from https://www.bbc.com/news/articles/cv2237rplg8o)
18:29:50	9246/9246	---M-Z	200	added ('OK')	application/javascript	etag:W/%22241e-18f533dacf0%22	https://www.bbc.com/bbcx/_next/static/chunks/400-ed6085314b08ee51.js	C:/Users/user/Downloads/Pension/www.bbc.com/bbcx/_next/static/chunks/400-ed6085314b08ee51.js	(from https://www.bbc.com/news/articles/cv2237rplg8o)
18:29:51	1909/1909	---M-Z	200	added ('OK')	application/javascript	etag:W/%22775-18f533dacf0%22	https://www.bbc.com/bbcx/_next/static/chunks/pages/%5B%5B...slug%5D%5D-30be21f0fc638ed9.js	C:/Users/user/Downloads/Pension/www.bbc.com/bbcx/_next/static/chunks/pages/[[...slug]]-30be21f0fc638ed9.js	(from https://www.bbc.com/news/articles/cv2237rplg8o)
18:29:51	691/691	---M-Z	200	added ('OK')	application/javascript	etag:W/%222b3-18f533dacf0%22	https://www.bbc.com/bbcx/_next/static/WUAovQFS17eAHVnlbZbQz/_buildManifest.js	C:/Users/user/Downloads/Pension/www.bbc.com/bbcx/_next/static/WUAovQFS17eAHVnlbZbQz/_buildManifest.js	(from https://www.bbc.com/news/articles/cv2237rplg8o)
18:29:51	77/77	---M-Z	200	added ('OK')	application/javascript	etag:W/%224d-18f533dacf0%22	https://www.bbc.com/bbcx/_next/static/WUAovQFS17eAHVnlbZbQz/_ssgManifest.js	C:/Users/user/Downloads/Pension/www.bbc.com/bbcx/_next/static/WUAovQFS17eAHVnlbZbQz/_ssgManifest.js	(from https://www.bbc.com/news/articles/cv2237rplg8o)
18:29:52	2433/2433	---M--	200	added ('OK')	image/png	etag:%223c32138b5f19debf7c11ca4209ca57ad%22	https://static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-144x144.png	C:/Users/user/Downloads/Pension/static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-144x144.png	(from https://www.bbc.com/news/articles/cv2237rplg8o.amp)
18:29:52	1752/1752	---M-Z	200	added ('OK')	application/json	date:Tue,%2021%20May%202024%2014:29:51%20GMT	https://www.bbc.com/news/articles/manifest.json	C:/Users/user/Downloads/Pension/www.bbc.com/news/articles/manifest.json	(from https://www.bbc.com/news/articles/cv2237rplg8o.amp)
18:29:52	3140/3140	---M--	200	added ('OK')	image/png	etag:%22a2aad32be8fd01698ac07f774bce546a%22	https://static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-192x192.png	C:/Users/user/Downloads/Pension/static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-192x192.png	(from https://www.bbc.com/news/articles/cv2237rplg8o.amp)
18:29:52	1361/1361	---M--	200	added ('OK')	image/png	etag:%22189e14260c6c492d0420511d6f98bc97%22	https://static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-72x72.png	C:/Users/user/Downloads/Pension/static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-72x72.png	(from https://www.bbc.com/news/articles/cv2237rplg8o.amp)
18:29:53	1682/1682	---M--	200	added ('OK')	image/png	etag:%22589b4d3a47d574fe5ed2c13b7a7113a7%22	https://static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-96x96.png	C:/Users/user/Downloads/Pension/static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-96x96.png	(from https://www.bbc.com/news/articles/cv2237rplg8o.amp)
18:29:53	2233/2233	---M--	200	added ('OK')	image/png	etag:%224439e0fea42f901df6d43e2ffa703491%22	https://static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-128x128.png	C:/Users/user/Downloads/Pension/static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-128x128.png	(from https://www.bbc.com/news/articles/cv2237rplg8o.amp)
18:29:53	2534/2534	---M--	200	added ('OK')	image/png	etag:%22c0c17328d0acd3c1d45038c19f35ecba%22	https://static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-152x152.png	C:/Users/user/Downloads/Pension/static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-152x152.png	(from https://www.bbc.com/news/articles/cv2237rplg8o.amp)
18:29:53	2594/2594	---M--	200	added ('OK')	image/png	etag:%22dcaba7e92ea4171bc2d7f534ac539092%22	https://static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-180x180.png	C:/Users/user/Downloads/Pension/static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-180x180.png	(from https://www.bbc.com/news/articles/cv2237rplg8o.amp)
18:29:53	6001/6001	---M--	200	added ('OK')	image/png	etag:%22cec8db1df1d8db62ba60747b822d8e14%22	https://static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-384x384.png	C:/Users/user/Downloads/Pension/static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-384x384.png	(from https://www.bbc.com/news/articles/cv2237rplg8o.amp)
18:29:54	8544/8544	---M--	200	added ('OK')	image/png	etag:%2246d70f2e7ec1c8791d91cb8ec99bc5cb%22	https://static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-512x512.png	C:/Users/user/Downloads/Pension/static.files.bbci.co.uk/ws/simorgh-assets/public/news/images/icons/icon-512x512.png	(from https://www.bbc.com/news/articles/cv2237rplg8o.amp)
18:29:54	45615/45615	---M--	200	added ('OK')	image/jpeg	etag:%22b188948312e653d7a1a735829c7d7303%22	https://ichef.bbci.co.uk/ace/ws/640/cpsprodpb/adf8/live/6718d150-1710-11ef-a762-7f93a78476c3.jpg	C:/Users/user/Downloads/Pension/ichef.bbci.co.uk/ace/ws/640/cpsprodpb/adf8/live/6718d150-1710-11ef-a762-7f93a78476c3.jpg	(from https://www.bbc.com/news/articles/cv2237rplg8o.amp)
18:29:55	51564/51564	---M--	200	added ('OK')	text/javascript	etag:%2244f4872d18231543%22	https://cdn.ampproject.org/v0/amp-bind-0.1.js	C:/Users/user/Downloads/Pension/cdn.ampproject.org/v0/amp-bind-0.1.js	(from https://www.bbc.com/news/articles/cv2237rplg8o.amp)
18:29:55	43283/43283	---M--	200	added ('OK')	text/javascript	etag:%2233df98d2987357fd%22	https://cdn.ampproject.org/v0/amp-list-0.1.js	C:/Users/user/Downloads/Pension/cdn.ampproject.org/v0/amp-list-0.1.js	(from https://www.bbc.com/news/articles/cv2237rplg8o.amp)
18:29:56	46086/46086	---M--	200	added ('OK')	text/javascript	etag:%2214d3480346e15b40%22	https://cdn.ampproject.org/v0/amp-mustache-0.2.js	C:/Users/user/Downloads/Pension/cdn.ampproject.org/v0/amp-mustache-0.2.js	(from https://www.bbc.com/news/articles/cv2237rplg8o.amp)
